 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
218,image.tiff:0206-0584,196,116.367,11.717,110,99,175,584.602,206.388,584.659,206.279,51.003,576,199,16,15,16.474,15.149,175.896,0.947,17.804,22808.000,113,2.399,0.678,0,22808.000,1,577,202,141.843,15.000,1.087,0.920,0.936
219,image.tiff:0240-0587,229,113.664,14.108,107,92,186,587.439,240.531,587.589,240.330,55.763,578,233,19,15,19.836,14.699,13.452,0.925,20.000,26029.000,110,2.504,0.754,0,26029.000,1,579,246,36.870,15.000,1.350,0.741,0.937
220,image.tiff:0207-0517,189,116.423,20.748,102,93,183,517.511,207.601,517.308,207.259,53.447,510,197,14,20,19.900,12.093,106.979,0.831,20.881,22004.000,108,1.377,-0.061,0,22004.000,1,515,197,106.699,12.975,1.646,0.608,0.904
221,image.tiff:0210-0499,168,115.744,12.578,113,91,161,499.345,210.673,499.145,210.687,48.293,491,204,17,13,18.128,11.800,158.943,0.905,18.601,19445.000,113,0.904,8.283,0,19445.000,1,492,205,143.746,12.524,1.536,0.651,0.918
222,image.tiff:0167-0561,122,116.934,15.022,105,96,171,561.664,167.344,561.758,167.419,44.861,552,163,19,9,19.095,8.135,9.197,0.762,19.416,14266.000,114,1.458,0.228,0,14266.000,1,552,170,11.889,8.975,2.347,0.426,0.887
223,image.tiff:0179-0535,136,124.096,27.965,102,91,223,535.140,179.551,534.928,179.290,44.176,527,174,17,11,17.120,10.115,12.390,0.876,17.464,16877.000,114,1.493,2.225,0,16877.000,1,527,182,13.241,10.915,1.693,0.591,0.910
224,image.tiff:0184-0641,165,115.830,16.246,102,90,161,640.942,184.427,640.657,184.259,48.063,632,179,18,11,18.294,11.484,1.653,0.898,18.682,19112.000,113,0.968,-1.857,0,19112.000,1,632,187,15.524,11.000,1.593,0.628,0.948
225,image.tiff:0212-0824,226,110.973,14.497,104,90,169,824.407,212.451,824.503,212.222,59.752,818,201,12,23,23.992,11.994,93.747,0.795,23.770,25080.000,107,1.651,1.623,0,25080.000,1,822,201,104.621,12.000,2.000,0.500,0.934
226,image.tiff:0219-0788,143,120.881,11.716,131,101,153,788.262,218.801,788.232,218.838,46.868,779,214,18,10,18.943,9.612,6.985,0.818,18.974,17286.000,120,-0.981,17.308,0,17286.000,1,779,222,18.435,10.000,1.971,0.507,0.923
227,image.tiff:0236-0787,228,121.917,14.050,113,98,167,786.820,236.711,786.993,236.400,57.167,778,228,18,17,20.495,14.164,38.043,0.877,21.095,27797.000,120,0.254,3.225,0,27797.000,1,778,243,31.430,14.608,1.447,0.691,0.942
228,image.tiff:0236-0745,195,120.595,14.161,114,100,165,744.567,236.551,744.711,236.279,51.608,736,230,18,13,18.552,13.383,177.389,0.920,18.974,23516.000,117,0.775,3.432,0,23516.000,1,736,232,161.565,13.000,1.386,0.721,0.947
229,image.tiff:0301-0760,204,117.196,15.783,111,97,177,759.623,301.848,759.530,301.656,63.732,749,292,22,18,26.235,9.901,31.465,0.631,26.077,23908.000,113,1.687,1.951,0,23908.000,1,749,308,32.471,12.344,2.650,0.377,0.833
230,image.tiff:0292-0782,114,122.825,13.330,114,105,170,783.149,293.219,783.189,293.116,41.231,775,287,15,11,15.327,9.470,22.193,0.843,15.811,14002.000,119,1.514,-0.581,0,14002.000,1,775,296,18.435,10.592,1.618,0.618,0.894
231,image.tiff:0304-0774,126,110.230,8.261,113,91,145,774.103,303.825,774.090,303.788,46.764,765,298,18,12,19.752,8.122,22.538,0.724,20.125,13889.000,109,-0.656,27.465,0,13889.000,1,765,309,26.565,8.780,2.432,0.411,0.875
232,image.tiff:0312-0775,265,118.415,9.841,116,102,153,776.179,312.304,776.057,312.296,89.782,757,303,37,19,42.301,7.976,20.338,0.413,39.925,31380.000,117,0.702,1.315,0,31380.000,1,757,320,22.068,9.557,5.303,0.189,0.789
233,image.tiff:0318-0717,121,120.653,13.108,108,99,156,718.153,318.483,718.034,318.484,50.269,707,313,20,11,20.567,7.491,27.664,0.602,22.825,14599.000,117,0.644,1.078,0,14599.000,1,707,324,28.811,8.879,2.746,0.364,0.890
234,image.tiff:0269-0703,111,126.793,12.799,118,105,164,702.914,269.509,703.019,269.420,37.934,697,263,12,12,13.889,10.176,41.535,0.969,15.000,14074.000,123,-0.635,16.912,0,14074.000,1,697,275,36.870,10.607,1.365,0.733,0.941
235,image.tiff:0270-0690,166,118.602,9.439,117,102,144,689.831,270.518,689.856,270.528,48.007,684,262,12,17,17.572,12.028,75.345,0.905,18.028,19688.000,117,0.464,-0.490,0,19688.000,1,686,279,70.560,12.000,1.461,0.685,0.949
236,image.tiff:0240-0871,149,134.517,19.204,119,104,181,870.815,240.292,870.704,240.161,46.641,862,235,18,10,18.637,10.179,172.787,0.861,18.974,20043.000,130,0.295,0.680,0,20043.000,1,862,237,161.565,10.000,1.831,0.546,0.943
237,image.tiff:0252-0904,225,121.302,17.387,113,95,196,904.491,251.633,904.105,251.393,66.267,891,246,26,12,27.132,10.559,176.310,0.644,26.476,27293.000,117,1.637,2.573,0,27293.000,1,891,248,169.114,12.000,2.570,0.389,0.847
238,image.tiff:0258-0891,95,122.116,10.403,116,107,156,890.774,258.068,890.640,258.092,37.346,884,254,14,8,14.711,8.222,177.439,0.856,14.866,11601.000,120,6.617,-81.477,0,11601.000,1,884,256,160.346,8.000,1.789,0.559,0.918
239,image.tiff:0269-0899,125,125.992,11.943,122,107,161,899.532,269.780,899.671,269.704,44.606,892,263,15,13,17.871,8.906,143.536,0.789,18.028,15749.000,123,0.411,8.124,0,15749.000,1,892,265,146.310,9.536,2.007,0.498,0.909
240,image.tiff:0292-0989,128,125.367,21.442,117,97,202,988.773,292.023,988.894,291.710,43.615,983,285,12,14,14.798,11.013,103.411,0.846,15.652,16047.000,120,1.190,1.362,0,16047.000,1,986,285,116.565,11.911,1.344,0.744,0.886
241,image.tiff:0307-0987,103,122.951,14.049,114,106,165,986.782,308.141,986.934,308.078,37.649,981,302,12,11,12.442,10.541,142.868,0.913,13.601,12664.000,118,0.767,5.929,0,12664.000,1,984,302,126.027,11.000,1.180,0.847,0.932
242,image.tiff:0309-0974,134,109.873,12.488,101,92,146,974.030,309.224,974.011,309.112,42.899,967,304,14,11,15.008,11.368,179.818,0.915,15.652,14723.000,106,1.585,-6.842,0,14723.000,1,967,306,153.435,11.000,1.320,0.757,0.950
243,image.tiff:0325-0942,117,118.453,14.002,113,98,163,942.440,325.739,942.422,325.661,41.492,935,320,15,11,16.359,9.106,156.468,0.854,17.000,13859.000,115,0.366,7.089,0,13859.000,1,935,321,151.928,10.288,1.797,0.557,0.903
244,image.tiff:0357-0966,137,119.073,20.258,103,91,173,967.062,357.770,967.043,357.605,44.388,960,351,13,13,14.113,12.359,82.155,0.874,15.264,16313.000,112,0.923,-0.546,0,16313.000,1,963,351,121.608,12.908,1.142,0.876,0.919
245,image.tiff:0396-0867,304,125.151,14.668,116,102,197,868.089,395.951,867.961,395.850,67.843,855,388,25,16,26.339,14.695,167.111,0.830,26.571,38046.000,121,1.842,3.057,0,38046.000,1,855,392,160.201,15.131,1.792,0.558,0.925
246,image.tiff:0402-0845,265,133.106,13.141,128,107,179,845.719,402.375,845.729,402.390,60.793,835,395,21,15,22.152,15.231,12.685,0.901,23.259,35273.000,132,0.671,-2.959,0,35273.000,1,835,407,25.463,15.000,1.454,0.688,0.955
247,image.tiff:0417-0855,124,119.903,15.560,111,99,174,855.379,417.411,855.236,417.264,40.655,849,411,12,13,13.663,11.556,125.279,0.943,14.422,14868.000,115,1.749,-0.923,0,14868.000,1,851,412,123.690,12.000,1.182,0.846,0.943
248,image.tiff:0416-0884,219,127.050,27.703,100,91,207,883.966,416.779,883.677,416.622,61.893,872,410,24,13,25.894,10.769,167.788,0.718,25.298,27824.000,118,0.815,-0.416,0,27824.000,1,872,411,161.565,11.413,2.405,0.416,0.894
249,image.tiff:0403-0896,174,133.856,22.745,114,105,206,896.874,402.690,896.898,402.620,50.318,888,396,16,15,17.181,12.895,148.201,0.864,18.028,23291.000,126,1.220,-0.813,0,23291.000,1,889,398,146.310,14.213,1.332,0.751,0.899
250,image.tiff:0434-0873,189,120.862,15.913,109,104,176,872.659,435.278,872.841,435.234,55.361,863,428,20,13,21.495,11.195,162.920,0.775,21.932,22843.000,115,1.970,-0.801,0,22843.000,1,863,430,155.772,12.660,1.920,0.521,0.906
251,image.tiff:0437-0843,100,131.640,17.522,121,105,194,843.460,437.080,843.382,436.955,36.963,837,432,13,10,13.759,9.254,157.340,0.920,14.318,13164.000,128,0.982,3.129,0,13164.000,1,837,434,155.225,9.842,1.487,0.673,0.930
252,image.tiff:0474-0871,306,121.608,9.525,117,104,175,870.850,474.373,870.942,474.369,70.103,859,465,25,18,25.932,15.024,150.334,0.782,26.926,37212.000,120,2.805,-6.844,0,37212.000,1,861,467,148.671,16.971,1.726,0.579,0.916
253,image.tiff:0476-0895,227,126.670,27.689,102,93,228,895.998,475.315,896.038,475.012,56.487,886,468,19,16,18.455,15.661,10.862,0.894,19.925,28754.000,119,1.529,2.436,0,28754.000,1,886,476,17.526,16.000,1.178,0.849,0.936
254,image.tiff:0493-0835,230,125.035,19.960,110,100,236,835.057,493.904,834.930,493.911,64.421,822,487,27,13,26.966,10.860,9.253,0.696,27.893,28758.000,118,1.935,3.624,0,28758.000,1,822,497,14.534,12.353,2.483,0.403,0.871
255,image.tiff:0443-0920,157,131.038,21.485,112,104,193,919.895,443.328,919.874,443.123,48.131,913,435,14,17,17.517,11.412,64.811,0.852,18.385,20573.000,123,1.018,0.538,0,20573.000,1,917,452,67.620,12.080,1.535,0.651,0.895
256,image.tiff:0432-0957,108,118.306,22.655,100,88,177,957.278,432.935,957.271,432.781,41.273,952,425,11,15,14.938,9.205,69.516,0.797,16.155,12777.000,112,0.699,-0.682,0,12777.000,1,955,440,68.199,10.306,1.623,0.616,0.874
257,image.tiff:0478-0915,112,139.857,27.641,117,103,213,915.902,479.196,916.213,479.115,42.329,908,472,14,13,16.055,8.882,44.222,0.786,17.205,15664.000,131,0.816,-0.228,0,15664.000,1,908,484,35.538,9.899,1.808,0.553,0.892
258,image.tiff:0506-0766,209,117.703,8.939,118,94,154,766.964,506.711,766.901,506.679,54.763,758,498,17,17,19.629,13.557,46.062,0.876,20.809,24600.000,117,1.231,-0.890,0,24600.000,1,758,513,35.218,14.142,1.448,0.691,0.929
259,image.tiff:0511-0839,207,124.266,24.519,109,96,242,840.249,511.553,840.193,511.292,55.489,830,504,19,14,19.360,13.614,25.821,0.845,21.095,25723.000,116,2.021,5.476,0,25723.000,1,830,517,31.430,14.000,1.422,0.703,0.937
260,image.tiff:0529-0846,236,124.229,14.702,121,104,186,845.983,529.356,845.762,529.361,62.888,833,524,26,11,26.984,11.136,5.922,0.750,26.683,29318.000,121,1.785,3.488,0,29318.000,1,833,532,12.995,11.000,2.423,0.413,0.948
261,image.tiff:0532-0884,134,128.269,33.871,103,91,211,883.664,532.410,883.699,531.809,50.782,877,523,14,19,20.755,8.220,56.104,0.653,21.471,17188.000,111,1.046,-0.198,0,17188.000,1,880,542,62.241,9.605,2.525,0.396,0.876
262,image.tiff:0543-0895,176,136.693,44.668,93,83,243,895.642,543.659,895.924,543.106,50.801,887,536,17,15,19.660,11.398,38.218,0.857,20.248,24058.000,125,0.817,-0.626,0,24058.000,1,887,549,32.905,12.021,1.725,0.580,0.931
263,image.tiff:0561-0821,202,122.297,20.012,106,96,190,821.505,561.515,821.574,561.303,52.104,813,554,17,15,17.927,14.347,29.705,0.935,18.868,24704.000,114,1.314,0.935,0,24704.000,1,813,566,32.005,15.000,1.250,0.800,0.940
264,image.tiff:0553-0784,409,124.765,14.546,122,97,190,784.747,552.842,784.413,552.722,87.939,767,545,35,16,37.272,13.972,170.822,0.665,36.688,51029.000,122,1.351,2.729,0,51029.000,1,767,548,162.553,15.338,2.668,0.375,0.890
265,image.tiff:0525-0617,220,121.823,13.425,119,97,160,617.245,525.300,617.141,525.350,56.164,609,516,16,19,19.682,14.232,120.216,0.876,20.616,26801.000,119,0.525,2.267,0,26801.000,1,612,516,112.834,15.206,1.383,0.723,0.917
266,image.tiff:0536-0642,602,113.834,12.945,106,86,175,641.005,537.455,641.514,537.426,106.427,625,523,34,26,32.909,23.291,160.111,0.668,36.056,68528.000,113,1.471,0.114,0,68528.000,1,625,535,160.560,26.000,1.413,0.708,0.853
267,image.tiff:0509-0743,184,126.435,11.108,125,104,177,744.185,509.152,744.017,509.099,56.553,732,504,23,11,24.046,9.743,167.639,0.723,24.042,23264.000,125,1.563,-3.402,0,23264.000,1,732,506,163.072,10.358,2.468,0.405,0.918
268,image.tiff:0529-0750,233,119.082,19.080,107,91,182,750.813,528.697,750.556,528.560,73.892,741,520,18,19,20.162,14.714,115.474,0.536,22.204,27746.000,113,1.384,-2.129,0,27746.000,1,744,520,125.838,18.000,1.370,0.730,0.791
269,image.tiff:0553-0738,145,126.007,14.662,117,109,190,738.803,552.948,738.792,552.837,45.641,730,548,17,10,17.372,10.627,7.142,0.875,18.028,18271.000,122,2.567,1.353,0,18271.000,1,730,555,19.440,10.000,1.635,0.612,0.948
270,image.tiff:0570-0779,159,119.113,15.650,111,100,173,780.582,571.318,780.276,571.475,56.444,768,565,23,11,24.144,8.385,15.912,0.627,24.352,18939.000,113,1.156,2.605,0,18939.000,1,768,574,19.179,9.815,2.879,0.347,0.859
271,image.tiff:0591-0821,121,137.901,33.152,102,98,222,822.409,592.087,822.435,591.782,47.522,815,583,13,17,19.616,7.854,57.387,0.673,20.248,16686.000,128,0.741,-0.211,0,16686.000,1,816,600,57.095,9.094,2.498,0.400,0.843
272,image.tiff:0588-0774,213,123.305,17.971,114,99,221,774.491,588.387,774.604,588.370,65.357,762,580,25,16,28.500,9.516,154.256,0.627,28.178,26264.000,118,2.574,7.622,0,26264.000,1,762,581,152.526,10.288,2.995,0.334,0.887
273,image.tiff:0599-0797,160,126.344,23.668,111,93,231,797.150,599.081,797.134,599.017,46.873,790,592,14,15,15.664,13.005,131.100,0.915,16.643,20215.000,118,1.520,1.466,0,20215.000,1,793,592,122.735,13.435,1.204,0.830,0.933
274,image.tiff:0621-0786,195,130.318,23.815,111,103,209,786.603,621.982,786.688,621.686,58.983,777,611,18,20,23.478,10.575,50.266,0.704,23.601,25412.000,121,1.181,0.977,0,25412.000,1,779,630,53.616,11.314,2.220,0.450,0.884
275,image.tiff:0572-0689,247,113.955,9.036,111,98,158,689.605,572.585,689.632,572.639,64.798,677,565,25,15,26.893,11.694,158.327,0.739,27.313,28147.000,113,-0.164,24.927,0,28147.000,1,677,566,156.251,12.656,2.300,0.435,0.911
276,image.tiff:0586-0734,292,121.733,11.515,118,102,170,733.411,586.551,733.260,586.593,71.186,721,577,26,19,29.508,12.599,149.154,0.724,30.017,35546.000,120,1.937,-2.623,0,35546.000,1,721,579,150.018,14.152,2.342,0.427,0.923
277,image.tiff:0595-0721,123,127.000,14.301,118,105,196,721.533,595.150,721.586,595.181,41.145,716,589,11,13,13.478,11.620,93.859,0.913,14.318,15621.000,123,1.698,4.328,0,15621.000,1,718,589,114.775,11.000,1.160,0.862,0.950
278,image.tiff:0612-0695,247,126.142,17.296,119,98,175,695.160,612.083,695.462,612.098,63.768,683,605,25,14,25.193,12.483,169.691,0.763,25.710,31157.000,121,1.045,-1.912,0,31157.000,1,683,608,166.504,13.486,2.018,0.495,0.901
279,image.tiff:0619-0673,230,121.004,23.440,101,94,234,674.309,619.030,674.390,619.087,57.752,664,611,19,17,19.495,15.021,145.066,0.867,20.616,27831.000,115,2.125,5.625,0,27831.000,1,664,616,157.166,16.140,1.298,0.771,0.916
280,image.tiff:0629-0726,173,128.410,16.345,122,100,187,725.506,628.668,725.564,628.531,49.823,717,623,18,12,18.548,11.875,7.575,0.876,19.313,22215.000,123,1.637,-5.838,0,22215.000,1,717,633,21.251,12.000,1.562,0.640,0.938
281,image.tiff:0629-0696,143,127.699,16.879,119,104,195,696.045,628.710,695.919,628.852,44.524,689,622,14,14,15.928,11.431,42.939,0.906,16.643,18261.000,121,1.964,-1.832,0,18261.000,1,689,633,32.735,12.021,1.393,0.718,0.929
282,image.tiff:0658-0739,214,118.374,14.917,113,101,177,738.879,658.547,738.937,658.599,60.063,728,651,23,14,24.540,11.103,157.575,0.745,24.352,25332.000,113,1.905,0.199,0,25332.000,1,728,654,160.821,12.080,2.210,0.452,0.911
283,image.tiff:0558-0616,218,119.202,13.278,111,102,201,615.716,558.083,615.899,558.222,58.789,605,551,22,14,23.228,11.950,162.053,0.793,24.166,25986.000,117,2.209,10.369,0,25986.000,1,605,552,155.556,12.955,1.944,0.514,0.918
284,image.tiff:0577-0629,193,118.891,15.019,110,99,174,628.795,576.604,628.876,576.581,52.815,620,570,18,15,17.749,13.845,157.182,0.869,18.974,22946.000,115,1.313,3.301,0,22946.000,1,620,572,161.565,14.763,1.282,0.780,0.926
285,image.tiff:0578-0604,278,125.230,13.030,119,102,187,603.536,578.090,603.308,577.723,83.488,593,563,22,31,37.580,9.419,123.799,0.501,36.892,34814.000,124,1.273,-4.697,0,34814.000,1,594,563,122.829,11.331,3.990,0.251,0.832
286,image.tiff:0593-0593,216,111.051,11.262,105,90,149,593.644,592.440,593.514,592.430,62.179,583,584,20,18,24.608,11.176,141.540,0.702,25.000,23987.000,109,0.561,6.823,0,23987.000,1,583,585,143.130,13.084,2.202,0.454,0.862
287,image.tiff:0658-0773,169,106.657,11.558,100,90,150,773.322,657.920,773.289,657.996,49.009,765,651,17,14,17.339,12.410,25.823,0.884,18.028,18025.000,105,1.621,-4.335,0,18025.000,1,765,661,19.440,12.975,1.397,0.716,0.926
288,image.tiff:0677-0761,325,119.732,20.154,104,91,181,760.734,676.635,760.873,676.591,68.195,751,666,20,22,24.392,16.965,51.410,0.878,26.077,38913.000,113,0.917,1.001,0,38913.000,1,755,688,57.529,18.192,1.438,0.696,0.938
289,image.tiff:0694-0749,138,127.536,23.641,111,91,204,749.043,694.159,749.281,694.293,43.812,743,687,12,15,15.626,11.245,67.891,0.903,16.553,17600.000,121,1.057,1.015,0,17600.000,1,746,702,64.983,12.000,1.390,0.720,0.926
290,image.tiff:0647-0792,143,132.133,29.744,105,94,230,792.500,647.094,793.200,646.895,51.765,783,640,18,14,21.860,8.329,34.224,0.671,22.204,18895.000,126,1.113,0.657,0,18895.000,1,783,653,35.838,9.391,2.625,0.381,0.888
291,image.tiff:0613-0803,110,138.827,25.160,119,105,229,803.955,613.300,803.807,613.493,40.182,798,606,11,14,14.817,9.452,58.180,0.856,15.811,15271.000,132,1.199,2.737,0,15271.000,1,799,619,55.305,10.547,1.568,0.638,0.909
292,image.tiff:0641-0765,132,129.924,13.885,115,105,171,765.417,640.712,765.476,640.676,43.686,757,636,17,10,16.558,10.150,3.787,0.869,17.464,17150.000,126,1.949,-14.672,0,17150.000,1,757,642,13.241,10.000,1.631,0.613,0.936
293,image.tiff:0695-0725,203,119.320,10.383,112,102,158,724.776,695.564,724.803,695.403,57.702,719,684,12,22,22.481,11.497,94.832,0.766,22.804,24222.000,117,2.138,-13.439,0,24222.000,1,721,706,74.745,12.000,1.955,0.511,0.908
294,image.tiff:0686-0688,359,121.067,12.021,115,102,176,688.149,686.369,688.113,686.395,74.432,675,676,26,21,28.381,16.106,147.386,0.814,30.017,43463.000,118,2.084,2.100,0,43463.000,1,675,679,150.018,16.924,1.762,0.567,0.923
295,image.tiff:0615-0636,296,126.375,15.156,117,104,207,635.041,615.541,634.791,615.308,89.236,621,602,30,27,37.978,9.924,135.829,0.467,39.051,37407.000,123,2.325,-0.969,0,37407.000,1,621,603,140.194,12.021,3.827,0.261,0.820
296,image.tiff:0638-0640,199,124.985,11.949,117,105,188,640.259,638.626,640.286,638.487,57.034,630,631,21,15,22.608,11.207,152.049,0.769,23.259,24872.000,122,0.602,15.164,0,24872.000,1,630,634,154.537,12.447,2.017,0.496,0.900
297,image.tiff:0649-0663,153,112.954,14.062,100,91,156,664.330,649.278,664.338,649.285,50.902,654,643,19,12,19.878,9.800,14.989,0.742,20.616,17282.000,109,0.789,4.243,0,17282.000,1,654,652,22.834,10.891,2.028,0.493,0.879
298,image.tiff:0656-0682,283,123.555,13.099,114,104,165,683.602,656.889,683.533,657.052,69.507,668,650,28,13,28.148,12.801,5.999,0.736,28.460,34966.000,120,1.926,-7.907,0,34966.000,1,668,660,18.435,13.000,2.199,0.455,0.937
299,image.tiff:0654-0630,222,126.797,11.119,115,109,165,631.126,654.185,631.054,654.228,64.084,617,649,27,10,28.332,9.977,5.903,0.679,27.659,28149.000,125,0.985,-2.419,0,28149.000,1,617,656,12.529,10.000,2.840,0.352,0.947
300,image.tiff:0667-0644,246,112.622,16.315,96,90,170,645.272,666.618,645.461,666.437,68.760,630,661,29,12,29.741,10.532,172.111,0.654,29.833,27705.000,107,1.414,-0.654,0,27705.000,1,630,663,166.430,11.568,2.824,0.354,0.891
301,image.tiff:0683-0640,204,120.877,20.305,106,96,192,639.966,683.515,639.840,683.459,55.365,631,675,18,17,21.228,12.236,134.910,0.836,22.023,24659.000,113,1.085,0.315,0,24659.000,1,632,676,140.528,13.435,1.735,0.576,0.919
302,image.tiff:0640-0590,278,118.223,18.527,102,94,185,591.701,640.259,591.326,639.975,73.436,575,635,31,11,32.423,10.917,174.240,0.648,31.780,32866.000,112,1.115,2.300,0,32866.000,1,575,637,167.276,11.000,2.970,0.337,0.942
303,image.tiff:0623-0541,371,110.712,13.035,104,91,176,541.732,622.939,541.793,622.807,73.837,528,614,27,18,27.639,17.091,12.303,0.855,28.460,41074.000,107,1.382,6.307,0,41074.000,1,528,628,18.435,17.825,1.617,0.618,0.936
304,image.tiff:0665-0576,271,119.439,14.850,109,97,174,576.445,664.349,576.215,664.108,65.822,564,657,25,16,25.930,13.307,157.911,0.786,27.313,32368.000,116,1.267,2.071,0,32368.000,1,564,659,156.251,14.549,1.949,0.513,0.920
305,image.tiff:0655-0600,114,125.825,19.261,116,102,184,599.658,655.693,599.558,655.582,47.623,590,651,20,9,21.581,6.726,166.172,0.632,21.190,14344.000,119,1.068,1.157,0,14344.000,1,590,652,160.710,7.652,3.209,0.312,0.848
306,image.tiff:0686-0619,228,124.579,27.286,117,95,237,619.570,685.605,619.045,685.130,63.568,610,676,19,20,20.463,14.187,124.626,0.709,22.825,28404.000,116,2.093,4.731,0,28404.000,1,611,676,118.811,17.021,1.442,0.693,0.840
307,image.tiff:0708-0673,238,124.588,21.700,108,97,200,671.765,709.092,672.269,709.081,71.776,659,702,29,13,28.608,10.593,172.319,0.581,29.833,29652.000,118,1.204,1.400,0,29652.000,1,659,707,166.430,12.464,2.701,0.370,0.847
308,image.tiff:0726-0686,182,130.973,18.476,114,106,184,686.313,726.742,686.445,726.849,50.799,677,720,18,13,18.330,12.642,13.902,0.886,19.235,23837.000,127,0.755,0.954,0,23837.000,1,677,731,27.897,13.000,1.450,0.690,0.924
309,image.tiff:0678-0664,87,137.149,23.853,142,107,233,664.994,678.259,664.818,678.246,34.725,658,674,13,9,12.771,8.674,175.840,0.907,13.601,11932.000,129,1.176,2.152,0,11932.000,1,658,680,17.103,9.000,1.472,0.679,0.902
310,image.tiff:0506-0536,360,136.661,15.171,136,105,189,537.583,505.664,537.452,505.436,73.647,524,496,25,20,25.734,17.811,154.825,0.834,27.731,49198.000,136,0.398,0.475,0,49198.000,1,524,501,154.359,19.618,1.445,0.692,0.916
311,image.tiff:0518-0522,349,119.765,9.804,117,101,152,521.784,518.537,521.838,518.599,70.698,510,508,24,20,24.704,17.987,152.829,0.877,25.942,41798.000,117,-0.107,14.253,0,41798.000,1,511,513,152.447,18.587,1.373,0.728,0.936
312,image.tiff:0538-0533,373,123.466,13.842,114,102,173,533.720,538.736,534.044,538.871,82.661,518,527,30,23,33.261,14.278,144.210,0.686,34.132,46053.000,120,1.299,-3.068,0,46053.000,1,518,529,148.173,16.204,2.330,0.429,0.902
313,image.tiff:0539-0510,299,119.726,16.985,107,94,187,510.376,539.624,510.362,539.615,70.698,498,530,25,19,28.977,13.138,148.644,0.752,29.155,35798.000,115,1.255,3.224,0,35798.000,1,498,532,149.036,13.722,2.206,0.453,0.929
314,image.tiff:0562-0548,269,122.007,12.560,117,100,168,549.061,561.727,549.081,561.646,62.390,540,551,17,22,20.536,16.678,101.520,0.868,22.561,32820.000,119,0.836,2.916,0,32820.000,1,548,551,102.804,17.000,1.231,0.812,0.932
315,image.tiff:0563-0518,85,125.741,16.789,116,105,199,517.747,562.853,517.780,562.691,34.749,512,558,12,10,12.919,8.377,33.470,0.885,13.892,10688.000,120,1.397,8.140,0,10688.000,1,512,567,30.256,9.192,1.542,0.648,0.909
316,image.tiff:0573-0541,204,116.422,16.130,108,92,218,540.520,574.426,540.615,574.332,62.525,531,564,21,19,25.558,10.163,143.394,0.656,25.612,23750.000,113,2.637,9.038,0,23750.000,1,531,566,141.340,11.105,2.515,0.398,0.872
317,image.tiff:0592-0547,294,119.201,16.774,107,88,183,548.837,591.367,548.838,591.697,72.674,535,582,24,21,27.717,13.505,135.874,0.700,29.206,35045.000,116,1.200,-0.557,0,35045.000,1,535,584,141.953,14.142,2.052,0.487,0.896
318,image.tiff:0602-0527,207,126.444,17.665,115,103,183,528.312,602.824,528.074,602.710,54.769,518,595,19,15,18.428,14.302,168.131,0.867,19.647,26174.000,121,0.928,-0.159,0,26174.000,1,518,602,165.256,15.000,1.288,0.776,0.928
319,image.tiff:0582-0497,146,118.637,13.515,118,93,185,497.116,582.041,497.217,581.853,44.084,490,576,15,12,15.302,12.148,13.451,0.944,16.155,17321.000,117,1.461,9.781,0,17321.000,1,490,585,21.801,12.000,1.260,0.794,0.936
320,image.tiff:0582-0483,182,116.758,13.872,113,85,181,483.516,582.451,483.582,582.411,51.011,476,575,14,15,15.550,14.902,49.126,0.879,17.804,21250.000,113,1.034,8.248,0,21250.000,1,476,579,141.843,14.000,1.043,0.958,0.950
321,image.tiff:0546-0479,326,113.475,8.356,117,91,141,479.537,545.850,479.479,545.857,75.274,465,537,29,18,30.740,13.503,155.474,0.723,31.016,36993.000,113,-0.816,26.978,0,36993.000,1,465,542,159.228,14.538,2.277,0.439,0.916
322,image.tiff:0551-0472,542,119.889,11.624,118,93,159,469.773,554.354,469.653,554.411,112.048,456,533,33,36,41.108,16.787,132.651,0.542,43.863,64980.000,118,1.220,-5.534,0,64980.000,1,458,533,133.152,19.799,2.449,0.408,0.822
323,image.tiff:0558-0446,247,113.838,8.284,113,99,147,446.379,557.771,446.307,557.718,66.288,434,550,24,17,27.416,11.471,149.697,0.706,28.302,28118.000,113,4.168,-55.035,0,28118.000,1,434,551,147.995,12.634,2.390,0.418,0.915
324,image.tiff:0565-0414,271,116.487,14.013,105,87,170,413.596,565.426,413.257,565.332,64.726,402,558,24,15,25.180,13.703,163.643,0.813,25.632,31568.000,114,1.454,1.732,0,31568.000,1,402,559,159.444,14.232,1.838,0.544,0.931
325,image.tiff:0581-0421,302,113.526,8.636,112,90,146,422.063,580.136,422.189,580.205,72.542,407,573,28,16,28.453,13.514,158.083,0.721,30.463,34285.000,112,-0.734,27.503,0,34285.000,1,407,574,156.801,15.603,2.105,0.475,0.919
326,image.tiff:0584-0403,236,121.631,13.113,111,100,162,403.877,584.161,403.796,584.355,60.100,393,576,21,16,21.997,13.660,154.256,0.821,23.259,28705.000,118,-0.187,10.385,0,28705.000,1,393,579,154.537,14.765,1.610,0.621,0.915
